treeID,Z,TreeSpecies,coords.x1,coords.x2,DBH,Biomass
3039,14.43,2,295199.875,6808681.875,24.80937837,216.0381945
3040,23.12,1,293819.375,6808681.625,41.55152126,883.7216796
3041,8.58,1,293915.625,6808681.625,10.47035826,32.09777727
3042,2.76,3,294079.125,6808681.625,3.242956648,1.420134153
3043,3.55,3,294103.375,6808681.625,4.226657214,2.473256184
3044,24.16,1,295030.625,6808681.625,46.34739554,1102.304569
3045,17.09,2,295093.625,6808681.625,34.1981641,451.0152296
3046,22.73,1,293814.375,6808681.375,39.93364602,813.4251747
3047,22.31,1,294892.125,6808681.375,38.28719895,743.939059
3048,10.06,2,293603.125,6808681.125,14.90207772,58.79093215
3049,11.68,3,293973.875,6808681.125,19.30366025,119.0238332
3050,4.76,3,294138.625,6808681.125,5.722473063,5.047548588
3051,6.65,3,294193.375,6808681.125,8.296347963,13.12935902
3052,20.02,2,295071.375,6808681.125,50.97580304,990.6163769
3053,18.5,2,295081.875,6808681.125,41.08973274,660.0824849
3054,17.54,2,295112.625,6808681.125,36.21268681,509.586652
3055,8.09,1,293919.625,6808680.875,9.902341644,28.04364016
3056,10.3,1,293945.875,6808680.875,12.56373431,50.31715628
3057,2.14,1,294059.375,6808680.875,2.930327432,2.630069925
3058,10.27,2,294836.875,6808680.875,15.282448,62.84238558
3059,8.57,2,293779.875,6808680.625,12.38852017,35.98733443
3060,9.12,1,293911.625,6808680.625,11.10953524,37.10205516
3061,2.12,3,294076.125,6808680.625,2.371340411,0.811926774
3062,2.58,3,294211.875,6808680.625,3.009080848,1.230279259
3063,9.99,2,295138.125,6808680.625,14.77686043,57.4922163
3064,9.91,2,295178.625,6808680.625,14.63469518,56.03868911
3065,10.71,2,293673.125,6808680.375,16.10348247,72.13550003
3066,22.16,1,293838.125,6808680.375,37.72167312,720.5802944
3067,17.71,2,295057.875,6808680.375,37.01556593,533.5668927
3068,2.73,2,293996.375,6808680.125,4.110230603,2.489505049
3069,7.64,3,294274.625,6808680.125,9.85640246,20.78574722
3070,2.46,3,294280.875,6808680.125,2.849339889,1.112383881
3071,22.94,2,294912.625,6808680.125,84.45136689,2144.565232
3072,5.84,3,294990.125,6808680.125,7.140916498,8.855706893
3073,14.11,2,295106.875,6808680.125,23.90076414,197.3171802
3074,17.26,1,293794.625,6808679.875,23.9043376,251.5730185
3075,19,1,293807.875,6808679.875,27.97316156,366.7616371
3076,8.64,1,293895.875,6808679.875,10.54066101,32.62498691
3077,3.22,3,293965.125,6808679.875,3.820893146,1.985506599
3078,2.83,3,294039.375,6808679.875,3.332437015,1.498446695
3079,7.41,3,294245.875,6808679.875,9.477084422,18.71421557
3080,23.14,1,294921.875,6808679.875,41.63694303,887.4856945
3081,18.84,2,295086.125,6808679.875,43.04015568,723.0843121
3082,10.79,3,295187.625,6808679.875,16.60139814,81.88570501
3083,12.89,1,293784.625,6808679.625,16.12092592,94.18978419
3084,4.74,1,293861.875,6808679.625,6.184590845,9.649908603
3085,10.98,1,293951.625,6808679.625,13.44383269,59.60629746
3086,2.31,1,294005.125,6808679.625,3.197711426,2.97155938
3087,13.51,3,294125.875,6808679.625,26.91295077,255.0220206
3088,19.25,1,294895.875,6808679.625,28.6206171,387.0243181
3089,18.05,1,294904.875,6808679.625,25.66316136,298.7298587
3090,8.57,3,294983.875,6808679.625,11.51499393,31.50692866
3091,3.13,3,293619.625,6808679.375,3.709337915,1.865037194
3092,8.44,3,294108.875,6808679.375,11.26992264,29.74895464
3093,18.33,3,294847.375,6808679.375,105.148272,1918.513924
3094,13.82,2,295165.125,6808679.375,23.10904944,181.6688859
3095,21.7,1,293822.375,6808679.125,36.05608576,653.3893684
3096,11.37,1,293940.625,6808679.125,13.96446121,65.57625096
3097,13.19,3,293972.625,6808679.125,25.31739481,223.2855126
3098,2.3,3,294100.875,6808679.125,2.629984051,0.965147945
3099,3.47,3,294204.375,6808679.125,4.128610487,2.34804173
3100,5.29,3,294259.375,6808679.125,6.404222516,6.693756026
3101,6.77,3,294265.125,6808679.125,8.475964691,13.89694105
3102,15.15,2,294799.375,6808679.125,27.00170344,264.4193398
3103,15.88,3,294810.875,6808679.125,45.38094973,683.3486684
3104,18.02,2,295077.625,6808679.125,38.54390792,580.1302601
3105,17.39,2,295116.875,6808679.125,35.52382846,489.2933941
3106,14.55,2,295192.625,6808679.125,25.16008317,223.4771964
3107,15.41,1,293790.625,6808678.875,20.26050061,167.2934914
3108,4.26,3,294092.625,6808678.875,5.097836426,3.811507529
3109,18.59,1,294901.625,6808678.875,26.94811445,335.7390802
3110,4.47,1,295003.625,6808678.875,5.883738628,8.700823862
3111,26.48,1,295036.125,6808678.875,60.50305417,1806.613022
3112,17.06,2,295065.125,6808678.875,34.06925548,447.3498024
3113,2.79,3,293960.625,6808678.625,3.281393343,1.453379124
3114,5.14,3,294229.875,6808678.625,6.208790198,6.188390353
3115,9.7,3,294251.875,6808678.625,13.86482404,51.493509
3116,15.64,2,294967.125,6808678.625,28.62501477,302.9999174
3117,16.89,2,295053.875,6808678.625,33.3507966,427.1131295
3118,5.64,2,295171.875,6808678.625,8.122359827,11.9019442
3119,21.82,1,293824.875,6808678.375,36.48093144,670.2939035
3120,9.14,1,293890.375,6808678.375,11.13349891,37.29899611
3121,10.74,1,293908.375,6808678.375,13.12933811,56.17214974
3122,2.21,1,293998.125,6808678.375,3.04274673,2.769392555
3123,19.26,2,295129.625,6808678.375,45.64027115,809.0294037
3124,14.09,2,295155.375,6808678.375,23.84521839,196.1989377
3125,4.84,2,293661.375,6808678.125,7.043455873,8.3249066
3126,22.44,1,293813.375,6808678.125,38.78669975,764.7909229
3127,9.21,1,293899.625,6808678.125,11.21754333,37.9950968
3128,7.9,1,293903.375,6808678.125,9.684818599,26.58623302
3129,8.05,1,293929.375,6808678.125,9.8564276,27.73168652
3130,2.6,1,294046.125,6808678.125,3.618184639,3.581863781
3131,12,3,294132.125,6808678.125,20.40641481,136.0575461
3132,6.39,3,294136.875,6808678.125,7.915089134,11.59409689
3133,4.85,3,294306.125,6808678.125,5.836611405,5.300740384
3134,19.89,2,294958.875,6808678.125,49.99865052,956.9497436
3135,19.09,2,294961.375,6808678.125,44.56087195,773.1048443
3136,19.56,2,295074.125,6808678.125,47.64167593,876.4428471
3137,19.78,1,293828.375,6808677.875,30.05347354,433.6502061
3138,2.3,1,294068.875,6808677.875,3.182484901,2.951166687
3139,2.32,1,294189.375,6808677.875,3.212881783,2.991992579
3140,25.61,1,295042.375,6808677.875,54.50889888,1500.663719
3141,16.38,2,295112.625,6808677.875,31.31089146,371.5304081
3142,7.89,1,293919.125,6808677.625,9.673409207,26.51121917
3143,2.5,3,293957.125,6808677.625,2.902984874,1.15094494
3144,7.97,3,294235.875,6808677.625,10.42082968,24.12686479
3145,17.55,3,294887.125,6808677.625,75.62622059,1377.949431
3146,6.75,3,294998.875,6808677.625,8.445862475,13.76629538
3147,8.04,3,295007.875,6808677.625,10.54379896,24.8964148
3148,25.68,1,295030.625,6808677.625,54.95652614,1523.21202
3149,18.82,2,295121.625,6808677.625,42.92177162,719.2217298
3150,7.26,2,293640.375,6808677.375,10.39592299,22.60165033
3151,8.65,1,293934.625,6808677.375,10.55239487,32.71353341
3152,2.46,1,293989.125,6808677.375,3.419866438,3.282499314
3153,17.37,3,294827.625,6808677.375,70.85401341,1277.065406
3154,16.87,1,295049.625,6808677.375,23.08427971,231.006069
3155,20.62,1,293839.375,6808677.125,32.5094454,519.0132342
3156,2.27,1,294043.875,6808677.125,3.136458316,2.890227964
3157,23.25,1,294945.625,6808677.125,42.11120877,908.4757586
3158,18.81,2,295071.625,6808677.125,42.86275625,717.2979776
3159,15.08,2,295162.125,6808677.125,26.77890956,259.3025548
3160,21.9,1,293822.625,6808676.875,36.76788102,681.8035538
3161,12.11,1,293950.625,6808676.875,14.98746558,78.36026964
3162,16.23,2,295067.625,6808676.875,30.7416553,356.5451386
3163,15.78,2,295097.125,6808676.875,29.11044883,314.9662411
3164,4.78,2,295181.625,6808676.875,6.96296271,8.092714912
3165,6.87,1,293922.125,6808676.625,8.527235201,19.67834876
3166,11.37,1,293944.875,6808676.625,13.96446121,65.57625096
3167,2.5,1,293982.125,6808676.625,3.477332991,3.367094831
3168,20.12,3,294840.125,6808676.625,559.524136,4144.754053
3169,26.27,1,294920.875,6808676.625,58.9655303,1727.415554
3170,27.2,1,294926.125,6808676.625,66.2861519,2107.236506
3171,17.67,1,293794.625,6808676.375,24.80010175,275.0764023
3172,22.27,1,293845.125,6808676.375,38.13527191,737.6375057
3173,8.77,1,293910.625,6808676.375,10.69358043,33.79140329
3174,2.41,1,293991.625,6808676.375,3.347038334,3.177770978
3175,2.38,3,294102.375,6808676.375,2.740693288,1.037395902
3176,7.43,3,293628.125,6808676.125,9.509632495,18.88656004
3177,9.51,1,293896.125,6808676.125,11.58084574,41.10156979
3178,2.4,3,293962.625,6808676.125,2.768035722,1.055881042
3179,2.33,3,294194.125,6808676.125,2.671763066,0.991927968
3180,16.14,2,295081.875,6808676.125,30.40641249,347.8325056
3181,7.78,2,295149.375,6808676.125,11.16661744,27.30909868
3182,13.11,2,295158.625,6808676.125,21.28677579,148.083693
3183,7.27,3,294241.125,6808675.875,9.251494126,17.54731691
3184,17.43,2,294955.625,6808675.875,35.70577569,494.6274723
3185,19.26,2,294963.875,6808675.875,45.64027115,809.0294037
3186,16.89,2,295061.875,6808675.875,33.3507966,427.1131295
3187,16.66,2,295078.625,6808675.875,32.41011967,401.1268644
3188,18.79,2,295086.125,6808675.875,42.74507703,713.4654858
3189,7.89,1,293904.375,6808675.625,9.673409207,26.51121917
3190,11.35,1,293948.125,6808675.625,13.93746402,65.2578739
3191,2.24,3,293958.875,6808675.625,2.545384316,0.912682278
3192,16.02,2,295104.875,6808675.625,29.96655836,336.5306884
3193,13.87,2,295197.625,6808675.625,23.24348503,184.2817153
3194,23.3,1,293833.125,6808675.375,42.32930509,918.1799227
3195,11.78,3,293973.625,6808675.375,19.6399636,124.1084303
3196,13.68,3,294119.375,6808675.375,27.81964165,273.6725699
3197,8.43,3,294255.125,6808675.375,11.2512622,29.61759675
3198,16.66,3,294815.375,6808675.375,56.30437686,947.210152
3199,18.04,1,295051.375,6808675.375,25.64002689,298.0830734
3200,14.94,2,295108.125,6808675.375,26.339796,249.3476174
3201,18.26,2,295116.625,6808675.375,39.78812659,618.8558558
3202,22.62,1,293813.125,6808675.125,39.49316759,794.6255551
3203,10.14,2,294805.375,6808675.125,15.04613787,60.30651643
3204,22.65,3,294844.625,6808675.125,439.7804538,3934.055154
3205,18.04,2,294968.875,6808675.125,38.64549638,583.2656198
3206,18.74,2,294971.375,6808675.125,42.45291292,703.9712241
3207,9.24,2,294980.875,6808675.125,13.48135289,45.06458563
3208,6.43,2,294992.875,6808675.125,9.210900155,16.45662588
3209,20.09,2,295089.375,6808675.125,51.51405648,1009.223013
3210,15.64,2,295140.375,6808675.125,28.62501477,302.9999174
3211,21.14,1,293807.375,6808674.875,34.15761119,579.9126032
3212,4.65,1,294279.625,6808674.875,6.084609925,9.32670549
3213,13.41,1,293781.125,6808674.625,16.91148961,106.2852215
3214,14.5,1,293789.375,6808674.625,18.67098639,136.3593373
3215,8.78,1,293928.875,6808674.625,10.70537788,33.88251401
3216,15.88,3,294811.625,6808674.625,45.38094973,683.3486684
3217,24.83,1,294941.375,6808674.625,49.87414361,1271.082031
3218,19.54,2,294961.375,6808674.625,47.50422329,871.7827237
3219,15.29,2,294977.375,6808674.625,27.45393913,274.94005
3220,16.25,1,293799.875,6808674.375,21.84016106,201.565782
3221,13.89,1,293851.125,6808674.375,17.66836845,118.6865625
3222,12.78,3,294112.625,6808674.375,23.46059791,188.3008174
3223,4.99,3,294206.625,6808674.375,6.015404693,5.715144266
3224,15.18,3,294884.375,6808674.375,38.25493226,510.3903584
3225,23.51,3,294894.125,6808674.375,439.7804538,3934.055154
3226,18.73,2,295095.625,6808674.375,42.39482595,702.0871773
3227,17.61,2,295127.375,6808674.375,36.5403737,519.3321989
3228,14.08,2,295163.875,6808674.375,23.81749897,195.6420346
3229,13.9,2,293875.625,6808674.125,23.32455365,185.866137
3230,3.18,2,294048.875,6808674.125,4.774886504,3.388416492
3231,18.68,2,295057.375,6808674.125,42.10610128,692.7402677
3232,16.27,2,295065.625,6808674.125,30.89215484,360.4838372
3233,4.9,2,295172.375,6808674.125,7.12396992,8.561798749
3234,3.69,2,295176.125,6808674.125,5.489725255,4.608593275
3235,7.73,2,293628.375,6808673.875,11.09143633,26.82432937
3236,21.75,1,293818.875,6808673.875,36.2322995,660.3809961
3237,18.52,1,293828.125,6808673.875,26.77748465,330.7029903
3238,17.95,1,293858.375,6808673.875,25.43286002,292.3223369
3239,9.55,1,293912.875,6808673.875,11.62967879,41.53128633
3240,10.91,1,293943.375,6808673.875,13.35165329,58.58639581
3241,2.4,1,294072.375,6808673.875,3.332332995,3.156957907
3242,4.58,1,294272.125,6808673.875,6.006647083,9.08009264
3243,16.99,2,295079.875,6808673.875,33.7709655,438.9080441
3244,18.83,2,295120.625,6808673.875,42.98090464,721.1505036
3245,3.49,2,293636.375,6808673.625,5.212784355,4.102632541
3246,11.3,2,293654.375,6808673.625,17.25989176,86.50077969
3247,8.8,1,293933.125,6808673.625,10.72898772,34.06533612
3248,19.24,2,294958.625,6808673.625,45.51129805,804.7198835
3249,17.08,2,295076.625,6808673.625,34.15512266,449.7902272
3250,11.19,1,293867.125,6808673.375,13.72266082,62.75911775
3251,13.57,1,293885.625,6808673.375,17.1607892,110.2809317
3252,13.25,3,294116.125,6808673.375,25.60615622,228.9205556
3253,4.57,3,294229.625,6808673.375,5.483374931,4.545093765
3254,25.75,1,294932.875,6808673.375,55.40981306,1546.102875
3255,7.5,1,294998.625,6808673.375,9.231289716,23.71244257
3256,6.38,1,293677.125,6808673.125,7.98614434,16.91581828
3257,19.83,1,293810.375,6808673.125,30.19308837,438.3217156
3258,2.65,1,294214.125,6808673.125,3.687234835,3.691064658
3259,20.98,3,294909.625,6808673.125,439.7804538,3934.055154
3260,23.04,1,294912.875,6808673.125,41.21228296,868.8242958
3261,3.52,1,295014.125,6808673.125,4.790622259,5.81261689
3262,18.9,1,295044.875,6808673.125,27.71902176,358.9483912
3263,12.75,1,293785.875,6808672.875,15.91301064,91.15334488
3264,2.42,3,293958.375,6808672.875,2.795254509,1.074539436
3265,5.38,3,294196.125,6808672.875,6.522532082,7.013231187
3266,19.35,2,294965.875,6808672.875,46.22738393,828.7027455
3267,17.77,2,295097.875,6808672.875,37.3047576,542.2877135
3268,8.06,1,293921.625,6808672.625,9.867900018,27.80941556
3269,3.01,3,293963.625,6808672.625,3.559655235,1.712144409
3270,2.18,3,294012.125,6808672.625,2.459241278,0.861628319
3271,23.55,1,294936.375,6808672.625,43.44416367,968.2773029
3272,17.49,2,294954.125,6808672.625,35.98106985,502.7337557
3273,26.24,2,295032.125,6808672.625,218.2110142,5122.097066
3274,19.09,2,295082.625,6808672.625,44.56087195,773.1048443
3275,16.94,2,295114.125,6808672.625,33.5600137,432.9720564
3276,2.84,2,294029.875,6808672.375,4.2768841,2.695142093
3277,14.39,3,294888.375,6808672.375,32.13583253,367.5032716
3278,2.53,3,294045.375,6808672.125,2.942949233,1.180345402
3279,20.72,3,294834.375,6808672.125,439.7804538,3934.055154
3280,11.04,3,293656.375,6808671.875,17.31183397,90.98811691
3281,3.15,3,294060.125,6808671.875,3.734174698,1.8913697
3282,4.09,3,294258.625,6808671.875,4.888267144,3.45060659
3283,7.26,3,294994.125,6808671.875,9.235528549,17.46655294
3284,18.56,2,295087.875,6808671.875,41.42458297,670.7985784
3285,10.3,2,293768.125,6808671.625,15.33737628,63.44069843
3286,15.73,1,293791.125,6808671.625,20.84873989,179.6464991
3287,9.79,1,293893.125,6808671.625,11.92469762,44.18936067
3288,9.92,1,293915.875,6808671.625,12.08598616,45.68787151
3289,2.2,1,294014.625,6808671.625,3.026899611,2.749383574
3290,3.48,1,294032.625,6808671.625,4.742779349,5.705013505
3291,3.04,1,294038.375,6808671.625,4.200919766,4.587746659
3292,18.1,2,295069.625,6808671.625,38.95251392,592.7704287
3293,13.61,2,295157.875,6808671.625,22.55349916,171.0661544
3294,3.24,2,294047.875,6808671.375,4.86063757,3.520294167
3295,7.09,2,295005.875,6808671.375,10.14901965,21.21429264
3296,18.62,2,295059.375,6808671.375,41.76334884,681.6836196
3297,8.7,1,293897.875,6808671.125,10.61113666,33.15919643
3298,6.7,1,293902.125,6808671.125,8.338985908,18.68475682
3299,8.41,1,293905.875,6808671.125,10.27208216,30.64128683
3300,10.92,1,293929.625,6808671.125,13.36479876,58.73116328
3301,11.96,1,293938.625,6808671.125,14.77618108,75.60422041
3302,12.82,2,294799.375,6808671.125,20.58582809,136.0938147
3303,17.27,2,294974.375,6808671.125,34.98543351,473.6213642
3304,17.3,2,295079.375,6808671.125,35.11899714,477.4934558
3305,20.25,2,295120.375,6808671.125,52.77750341,1053.050308
3306,17.36,2,295125.875,6808671.125,35.38818907,485.3292322
3307,22.35,1,293841.125,6808670.875,38.43995156,750.2941009
3308,8.43,1,293908.625,6808670.875,10.29533989,30.80981976
3309,8.81,1,293925.375,6808670.875,10.74080014,34.15704833
3310,4.66,2,295175.875,6808670.875,6.801996827,7.642127068
3311,18.3,1,293807.375,6808670.625,26.2492069,315.3460367
3312,13.95,1,293878.125,6808670.625,17.76490917,120.3264174
3313,20.05,3,294845.875,6808670.625,482.9529114,4020.472024
3314,19.04,2,294968.375,6808670.625,44.25052804,762.8382566
3315,25.57,1,295034.375,6808670.625,54.25561168,1487.930737
3316,11,3,293602.875,6808670.375,17.19579708,89.46831493
3317,11.98,1,293778.875,6808670.375,14.80423349,75.96665208
3318,22.05,1,293828.125,6808670.375,37.31412471,703.9147234
3319,17.94,1,293836.125,6808670.375,25.4099567,291.6889071
3320,16.97,1,293870.125,6808670.375,23.2916863,236.1212534
3321,3.04,1,294024.875,6808670.375,4.200919766,4.587746659
3322,8.63,3,294252.375,6808670.375,11.62968981,32.35068636
3323,8.19,3,294268.375,6808670.375,10.81132424,26.62263054
3324,18.04,3,294815.125,6808670.375,92.04956338,1695.892414
3325,16.98,2,295062.625,6808670.375,33.72863529,437.7146337
3326,17.26,2,295073.875,6808670.375,34.94106389,472.3373932
3327,2.75,1,293946.625,6808670.125,3.822884816,3.91324321
3328,14.63,3,293972.375,6808670.125,33.82461308,406.0355273
3329,6.71,3,294209.375,6808670.125,8.385858563,13.5082888
3330,14.85,3,294897.875,6808670.125,35.49559114,444.9175407
3331,21.31,3,294902.875,6808670.125,439.7804538,3934.055154
3332,21.56,1,294927.625,6808670.125,35.56870113,634.2001934
3333,16.56,2,295100.375,6808670.125,32.01190685,390.3069548
3334,17.55,2,295115.125,6808670.125,36.25925338,510.967996
3335,16.06,2,295134.375,6808670.125,30.11228263,340.2585402
3336,15.58,2,295163.125,6808670.125,28.4200133,298.0045948
3337,17.11,1,293798.625,6808669.875,23.58534787,243.4641064
3338,18.65,1,293809.875,6808669.875,27.09536463,340.114708
3339,23.66,1,293844.625,6808669.875,43.94798028,991.177758
3340,13.54,1,293861.375,6808669.875,17.11382151,109.5214702
3341,2.7,3,293954.375,6808669.875,3.16565331,1.355044233
3342,2.15,3,294085.625,6808669.875,2.415525485,0.836612328
3343,10.01,3,294237.625,6808669.875,14.58940276,58.8035212
3344,18.43,2,295093.375,6808669.875,40.70393073,647.7904176
3345,2.45,2,294312.375,6808669.625,3.668811483,2.004045516
3346,16.2,3,294821.125,6808669.625,49.39310636,781.1490857
3347,18.15,2,295089.375,6808669.625,39.21097458,600.8055122
3348,18.85,2,295097.375,6808669.625,43.09952509,725.0231685
3349,17.98,2,295104.875,6808669.625,38.34184435,573.9083951
3350,8.16,2,293774.125,6808669.375,11.74609227,31.23512683
3351,21.62,1,293821.875,6808669.375,35.77650452,642.3548709
3352,12.58,3,293988.625,6808669.375,22.62231258,173.2665821
3353,7.36,3,294271.125,6808669.375,9.396068193,18.28960312
3354,7.08,3,294999.375,6808669.375,8.951418653,16.06919687
3355,13.55,2,295199.375,6808669.375,22.39740476,168.1439407
3356,14.21,1,293883.875,6808669.125,18.18841334,127.6757046
3357,2.31,1,294260.625,6808669.125,3.197711426,2.97155938
3358,2.83,1,294263.375,6808669.125,3.929279304,4.094729699
3359,3.72,1,294306.875,6808669.125,5.027059044,6.366616233
3360,18.29,3,294823.875,6808669.125,103.1436887,1886.109978
3361,17.8,2,295143.125,6808669.125,37.45052011,546.6995877
3362,3.04,2,295181.875,6808669.125,4.572537282,3.092051402
3363,17.42,1,293794.875,6808668.875,24.24967754,260.5067351
3364,22.13,1,293830.875,6808668.625,37.60992935,715.9966886
3365,8.94,3,294113.625,6808668.625,12.23900432,37.05887274
3366,7.27,3,294286.375,6808668.625,9.251494126,17.54731691
3367,16.3,3,294817.875,6808668.625,50.76949648,814.5366029
3368,5.16,3,294860.375,6808668.625,6.234725999,6.253873618
3369,18.78,2,295095.125,6808668.625,42.68641246,711.5567202
3370,17.14,2,295108.875,6808668.625,34.41445734,457.1884746
3371,18.65,2,295129.875,6808668.625,41.93422224,687.1903249
3372,15.79,3,294893.125,6808668.375,44.34873312,658.1472124
3373,18.46,2,294966.125,6808668.375,40.86864033,653.0309883
3374,11.31,3,295193.125,6808668.375,18.12002951,101.9254513
3375,2.26,3,293695.875,6808668.125,2.573746128,0.930011132
3376,11.28,1,293777.625,6808668.125,13.843232,64.15417584
3377,20.65,1,293813.875,6808667.875,32.60172882,522.3487955
3378,2.2,1,294010.375,6808667.875,3.026899611,2.749383574
3379,2.93,1,294044.375,6808667.875,4.059913505,4.326436109
3380,5.05,3,294212.875,6808667.875,6.092523829,5.900713138
3381,5.78,3,294878.875,6808667.875,7.058867571,8.594141851
3382,20.48,2,294952.125,6808667.875,54.67906829,1119.345792
3383,6.21,1,293922.125,6808667.625,7.799331919,16.02752193
3384,2.92,1,294065.125,6808667.625,4.046959988,4.303018147
3385,13.88,1,293867.375,6808667.375,17.65232104,118.4152539
3386,14.8,3,294805.625,6808667.375,35.10476259,435.763861
3387,11.47,2,295170.625,6808667.375,17.60584134,91.08862512
3388,5.6,2,295177.375,6808667.375,8.067998659,11.70019385
3389,12.71,1,293785.125,6808667.125,15.85397685,90.30212751
3390,11.36,1,293877.875,6808667.125,13.9509585,65.41689291
3391,9.3,2,295009.625,6808667.125,13.58204518,45.96508906
3392,10.49,2,295018.375,6808667.125,15.68877672,67.34771378
3393,17.33,1,295044.625,6808667.125,24.05477036,255.4448653
3394,18.53,2,295079.875,6808667.125,41.25667277,665.4195778
3395,16.04,2,295135.125,6808667.125,30.03930967,338.389729
3396,11.69,2,295154.875,6808667.125,18.06255917,97.34985334
3397,24.22,1,293846.875,6808666.875,46.64802176,1116.453405
3398,6.85,1,294266.375,6808666.875,8.505055241,19.55945316
3399,3.81,1,294295.375,6808666.875,5.132105714,6.624841917
3400,19.78,2,295082.375,6808666.875,49.1938385,929.3407433
3401,17.86,2,295125.375,6808666.875,37.7444111,555.6276075
3402,15.32,2,295162.125,6808666.875,27.55202122,277.2453351
3403,20.99,2,294836.125,6808666.625,59.29688611,1281.351709
3404,17.57,3,294899.625,6808666.625,76.19173155,1389.650039
3405,19.12,2,295066.625,6808666.625,44.74861027,779.3293386
3406,20.68,1,293800.125,6808666.375,32.69434547,525.7054279
3407,19.37,1,293834.625,6808666.375,28.93770986,397.1330629
3408,16.95,3,293992.375,6808666.375,61.55995554,1069.946064
3409,5.75,3,294230.875,6808666.375,7.018007218,8.465869888
3410,10.12,3,294240.625,6808666.375,14.85608805,61.62910958
3411,5.7,3,294248.625,6808666.375,6.950145432,8.255732733
3412,23.07,2,294868.875,6808666.375,86.74652171,2219.344152
3413,19.43,2,295100.375,6808666.375,46.75870335,846.5819283
3414,15.57,2,295148.875,6808666.375,28.38602092,297.179666
3415,2.89,2,293738.625,6808666.125,4.351622063,2.791536707
3416,9.25,1,293941.125,6808666.125,11.26568972,38.39766527
3417,3.47,3,293959.875,6808666.125,4.128610487,2.34804173
3418,14.61,3,294802.875,6808666.125,33.67875245,402.6749655
3419,20.95,1,293819.875,6808665.875,33.54320944,556.8859383
3420,17.29,3,294810.125,6808665.875,68.9007542,1234.67916
3421,13.27,2,295165.125,6808665.875,21.68386542,155.1075453
3422,3.81,2,293683.125,6808665.625,5.654332038,4.930232059
3423,12.14,1,293783.125,6808665.625,15.02997141,78.9220655
3424,16.01,1,293858.875,6808665.625,21.37694497,191.1533379
3425,9.67,1,293926.125,6808665.625,11.77675052,42.84304202
3426,3.12,2,294121.875,6808665.625,4.688574156,3.259480604
3427,5.3,2,295004.625,6808665.625,7.661980071,10.2670832
3428,9.83,2,293766.625,6808665.375,14.49351767,54.61728297
3429,9.65,1,293894.375,6808665.375,11.75217835,42.62203873
3430,25.02,1,294944.125,6808665.375,50.94681076,1323.51658
3431,18.36,2,295071.875,6808665.375,40.32325688,635.7206606
3432,19.53,2,295087.375,6808665.375,47.43571903,869.4617592
3433,17.92,2,295106.875,6808665.375,38.04150109,564.696473
3434,4.83,2,293735.625,6808665.125,7.030039174,8.285883652
3435,13.3,1,293790.625,6808665.125,16.7417816,103.6150776
3436,18.29,1,293837.875,6808665.125,26.22547738,314.6646108
3437,7.64,1,293888.875,6808665.125,9.389381682,24.68919328
3438,24.14,1,294939.625,6808665.125,46.24781465,1097.6284
3439,18.94,2,294957.625,6808665.125,43.63923721,742.7022134
3440,18.2,2,295069.625,6808665.125,39.47184697,608.946055
3441,12.93,2,295153.375,6808665.125,20.84892109,140.5325476
3442,11.46,2,293778.875,6808664.875,17.58532571,90.81282908
3443,23.82,1,293842.375,6808664.875,44.69587964,1025.459071
3444,9.44,1,293934.625,6808664.875,11.49561388,40.35849078
3445,15.96,3,293995.625,6808664.875,46.33208441,706.5699408
3446,13.95,3,293999.375,6808664.875,29.35362331,306.1348323
3447,2.54,3,294025.125,6808664.875,2.956221923,1.190238218
3448,11.61,3,294107.125,6808664.875,19.07254267,115.5868019
3449,2.44,3,294253.375,6808664.875,2.822354389,1.09337306
3450,13.11,3,294794.125,6808664.875,24.93944684,215.9862606
3451,20.52,2,294954.125,6808664.875,55.02059597,1131.287172
3452,17.49,2,295093.875,6808664.875,35.98106985,502.7337557
3453,16.48,1,293854.125,6808664.625,22.2935045,212.0456281
3454,14.04,1,293873.875,6808664.625,17.91055052,122.8252082
3455,9.04,1,293937.375,6808664.625,11.01389565,36.32283605
3456,8.62,2,295022.875,6808664.625,12.46816947,36.60630669
3457,15.47,2,295128.125,6808664.625,28.04880368,289.0484606
3458,3.6,2,293730.875,6808664.375,5.365544681,4.376346926
3459,20.64,1,293802.125,6808664.375,32.57093075,521.2346072
3460,8.05,1,293700.125,6808664.125,9.8564276,27.73168652
3461,6.66,1,293741.875,6808664.125,8.294779774,18.45650465
3462,14.55,2,293972.875,6808664.125,25.16008317,223.4771964
3463,22.91,2,294966.625,6808664.125,83.93634676,2127.668359
3464,18.99,2,295047.875,6808664.125,43.94333271,752.7046203
3465,19.25,2,295085.125,6808664.125,45.5757173,806.8718349
3466,18.37,2,295120.125,6808664.125,40.37732888,637.4314536
3467,15.22,2,295157.875,6808664.125,27.22670148,269.6312607
3468,19.95,1,293817.625,6808663.875,30.53142056,449.7349251
3469,6.51,1,293903.625,6808663.875,8.12927482,17.61887647
3470,7.21,3,293945.625,6808663.875,9.155991115,17.06776685
3471,11.65,3,294217.875,6808663.875,19.2041832,117.5387182
3472,21.88,3,294865.875,6808663.875,439.7804538,3934.055154
3473,5.4,3,294997.625,6808663.875,6.548934593,7.085940636
3474,18.84,2,295077.875,6808663.875,43.04015568,723.0843121
3475,19.41,2,295080.625,6808663.875,46.62502688,842.0771116
